Full name:,Date of birth:,Place of birth:,Age:,Height:,Citizenship:,Position:,Foot:,Player agent:,                            Current club:                        ,Joined:,Contract expires:,Date of last contract extension:,Outfitter:,Social-Media:,Market Value,Name in home country:,Contract option:,On loan from:,Contract there expires:,2nd club:,3nd club:
Sergi Canos,"Feb 2, 1997 ",Nules   ,25,"1,77 m",  Spain                            ,                            attack - Right Winger                        ,right,Gelu Rodríguez ,Brentford FC ,"                                Jan 31, 2017                            ","Jun 30, 2023","Oct 9, 2019",,"['http://www.facebook.com/sergicanostenes7/', 'http://www.instagram.com/sergicanos/']",                $15.40m                ,Sergi Canós Tenés,club option 1 year,,,,
Joel Valencia,"Nov 16, 1994 ",Quinindé   ,27,"1,64 m",  Ecuador  Spain                            ,                            attack - Right Winger                        ,right,Relatives ,Brentford FC ,"                                Jul 31, 2019                            ","Jun 30, 2023",,,['http://www.instagram.com/joelvalencia8/'],                $440Th.                ,César Joel Valencia Castillo,,,,,
Ivan Toney,"Mar 16, 1996 ",Northampton   ,26,"1,85 m",  England  Jamaica                            ,                            attack - Centre-Forward                        ,right,Pinnacle Global Advisors LLP ,Brentford FC ,"                                Sep 1, 2020                            ","Jun 30, 2025",,,"['http://twitter.com/ivantoney24', 'http://www.instagram.com/ivantoney1/']",                $38.50m                ,Ivan Benjamin Elijah Toney,,,,,
Halil Dervisoglu,"Dec 8, 1999 ",Rotterdam   ,22,"1,83 m",  Turkey  Netherlands                            ,                            attack - Centre-Forward                        ,right,Ersan Dervisoglu ,Brentford FC ,"                                Jan 3, 2020                            ","Jun 30, 2024",,Nike,['http://instagram.com/halildervisoglu_'],                $3.30m                ,Halil İbrahim Dervişoğlu,,,,,
Gavin Bazunu,"Feb 20, 2002 ",Dublin   ,20,"1,89 m",  Ireland  Nigeria                            ,                            Goalkeeper                        ,right,Gest Eleven ,Southampton FC ,"                                Jul 1, 2022                            ","Jun 30, 2027",,,['http://www.instagram.com/gavin_bazunu/'],                $5.50m                ,Gavin Okeroghene Bazunu,,,,,
Alex Mccarthy,"Dec 3, 1989 ",Guildford   ,32,"1,93 m",  England                            ,                            Goalkeeper                        ,right,,Southampton FC ,"                                Aug 1, 2016                            ","Jun 30, 2025","Feb 23, 2022",,"['http://twitter.com/Alex_Macca23', 'http://www.instagram.com/alexmccarthy/']",                $3.30m                ,Alex Simon McCarthy,,,,,
Mateusz Lis,"Feb 27, 1997 ",Żary   ,25,"1,92 m",  Poland                            ,                            Goalkeeper                        ,right,Fabryka Futbolu ,Southampton FC ,"                                Jul 1, 2022                            ","Jun 30, 2027",,,,                $990Th.                ,,,,,,
Willy Caballero,"Sep 28, 1981 ",Villa Constitución   ,40,"1,86 m",  Argentina  Spain                            ,                            Goalkeeper                        ,right,,Southampton FC ,"                                Dec 6, 2021                            ","Jun 30, 2023","Jul 1, 2022",,['http://twitter.com/willy_caballero'],                $275Th.                ,Wilfredo Daniel Caballero Lazcano,,,,,
Jan Bednarek,"Apr 12, 1996 ",Słupca   ,26,"1,89 m",  Poland                            ,                            Defender - Centre-Back                        ,right,Fabryka Futbolu ,Southampton FC ,"                                Jul 1, 2017                            ","Jun 30, 2025","Dec 3, 2020",adidas,"['http://twitter.com/janbednarek_', 'http://www.facebook.com/janbednarekofficial/', 'http://www.instagram.com/janbednarek_/']",                $24.20m                ,,,,,,
Mohammed Salisu,"Apr 17, 1999 ",Accra   ,23,"1,91 m",  Ghana                            ,                            Defender - Centre-Back                        ,left,JM10 SPORT ,Southampton FC ,"                                Aug 12, 2020                            ","Jun 30, 2024",,Nike,['http://www.instagram.com/salisu_sarki/'],                $19.80m                ,Mohammed Salisu Abdul Karim,,,,,
Armel Bella Kotchap,"Dec 11, 2001 ",Paris   ,20,"1,90 m",  Germany  Cameroon                            ,                            Defender - Centre-Back                        ,right,Relatives ,Southampton FC ,"                                Jul 1, 2022                            ","Jun 30, 2026",,,['http://www.instagram.com/armel.bella82/'],                $11.00m                ,,,,,,
Jack Stephens,"Jan 27, 1994 ",Torpoint   ,28,"1,85 m",  England                            ,                            Defender - Centre-Back                        ,right,ICM Stellar Sports ,Southampton FC ,"                                Jul 1, 2013                            ","Jun 30, 2024","Sep 16, 2020",,"['http://twitter.com/jackstephens_18', 'http://www.instagram.com/jackstephens27/']",                $7.70m                ,,,,,,
Lyanco,"Feb 1, 1997 ",Vitória   ,25,"1,87 m",  Brazil  Serbia                            ,                            Defender - Centre-Back                        ,right,MV SPORTS & MKT ,Southampton FC ,"                                Aug 25, 2021                            ","Jun 30, 2025",,,"['http://twitter.com/Lyanco', 'http://instagram.com/lyanco?igshid=1hd0r7m1a8o3i']",                $5.50m                ,,,,,,
Romain Perraud,"Sep 22, 1997 ",Toulouse   ,24,"1,73 m",  France                            ,                            Defender - Left-Back                        ,left,CLK FOOT ,Southampton FC ,"                                Jul 2, 2021                            ","Jun 30, 2025",,Nike,"['http://twitter.com/Romain_Perraud', 'http://www.instagram.com/pilounumber/']",                $8.80m                ,Romain Paul Jean-Michel Perraud,,,,,
Tino Livramento,"Nov 12, 2002 ",London   ,19,"1,73 m",  England                            ,                            Defender - Right-Back                        ,right,Wasserman ,Southampton FC ,"                                Aug 2, 2021                            ","Jun 30, 2026",,adidas,['http://www.instagram.com/tinolivramento/'],                $27.50m                ,Valentino Francisco Livramento,,,,,
Kyle Walker Peters,"Apr 13, 1997 ",London   ,25,"1,73 m",  England                            ,                            Defender - Right-Back                        ,right,CAA Base Ltd ,Southampton FC ,"                                Aug 11, 2020                            ","Jun 30, 2025",,adidas,"['http://twitter.com/KWPeters', 'http://www.instagram.com/kwp/']",                $24.20m                ,Kyle Leonardus Walker-Peters,,,,,
Yan Valery,"Feb 22, 1999 ",Champigny-sur-Marne   ,23,"1,80 m",  France  Tunisia                            ,                            Defender - Right-Back                        ,right,NineFour ,Southampton FC ,"                                Jan 1, 2019                            ","Jun 30, 2023","Mar 14, 2019",,"['http://twitter.com/yan_valery', 'http://www.instagram.com/yan.valery/']",                $2.75m                ,,,,,,
Ibrahima Diallo,"Mar 8, 1999 ",Tours   ,23,"1,79 m",  France  Senegal                            ,                            midfield - Defensive Midfield                        ,right,Classico ,Southampton FC ,"                                Oct 4, 2020                            ","Jun 30, 2024",,,['http://www.instagram.com/ibrahima.diallo.off/'],                $11.00m                ,,,,,,
Oriol Romeu,"Sep 24, 1991 ",Ulldecona   ,30,"1,83 m",  Spain                            ,                            midfield - Defensive Midfield                        ,right,MagicPlayers ,Southampton FC ,"                                Aug 12, 2015                            ","Jun 30, 2023","Nov 19, 2020",,"['http://twitter.com/OriolRomeu', 'http://facebook.com/OriolRomeu6', 'http://www.instagram.com/oriolromeu/', 'http://oriolromeu.info']",                $5.50m                ,Oriol Romeu Vidal,,,,,
Romeo Lavia,"Jan 6, 2004 ",Brussels   ,18,"1,81 m",  Belgium                            ,                            midfield - Defensive Midfield                        ,right,Elite Project Group Ltd ,Southampton FC ,"                                Jul 6, 2022                            ","Jun 30, 2027",,adidas,"['http://twitter.com/RomeoLavia', 'http://m.facebook.com/romeo.lavia.7', 'http://www.instagram.com/lavizzy6/']",                $2.20m                ,,,,,,
James Ward Prowse,"Nov 1, 1994 ",Portsmouth   ,27,"1,77 m",  England                            ,                            midfield - Central Midfield                        ,right,ICM Stellar Sports ,Southampton FC ,"                                Jul 1, 2012                            ","Jun 30, 2026","Aug 19, 2021",,"['http://twitter.com/Prowsey16', 'http://www.facebook.com/prowsey16', 'http://www.instagram.com/prowsey16/']",                $35.20m                ,James Michael Edward Ward-Prowse,,,,,
Joe Aribo,"Jul 21, 1996 ",London   ,26,"1,83 m",  Nigeria  England                            ,                            midfield - Central Midfield                        ,left,Elite Project Group Ltd ,Southampton FC ,"                                Jul 9, 2022                            ","Jun 30, 2026",,,"['http://twitter.com/j_aribo19', 'http://www.instagram.com/j.aribo_/']",                $11.00m                ,Joseph Oluwaseyi Temitope Ayodele-Aribo,,,,,
Stuart Armstrong,"Mar 30, 1992 ",Inverness   ,30,"1,83 m",  Scotland                            ,                            midfield - Central Midfield                        ,right,PLG ,Southampton FC ,"                                Jul 1, 2018                            ","Jun 30, 2024","Jan 1, 2021",,['http://www.instagram.com/stuarmstrong/'],                $6.60m                ,,,,,,
